ZIP Code,Cov A Amount Weighted Avg,Cov C Amount Weighted Avg,Avg Fire Risk Score,Number of Negligible Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Earned Premium 2020,Earned Exposure 2020,Non-CAT Cov A Fire - Incurred Losses,Non-CAT Cov A Fire - Number of Claims,Non-CAT Cov A Smoke - Incurred Losses,Non-CAT Cov A Smoke - Number of Claims,Non-CAT Cov C Fire - Incurred Losses,Non-CAT Cov C Fire - Number of Claims,Non-CAT Cov C Smoke - Incurred Losses,Non-CAT Cov C Smoke - Number of Claims,CAT Cov A Fire - Incurred Losses,CAT Cov A Fire - Number of Claims,CAT Cov A Smoke - Incurred Losses,CAT Cov A Smoke - Number of Claims,CAT Cov C Fire - Incurred Losses,CAT Cov C Fire - Number of Claims,CAT Cov C Smoke - Incurred Losses,CAT Cov C Smoke - Number of Claims,Earned Premium 2021,Earned Exposure 2021
95441,863576.65,593703.17,1.57,25,81,81,31,3,431592,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553397,230
95442,1056807.52,669306.15,1.68,22,285,221,112,6,1383712,645,0,0,0,0,0,0,0,0,601,1,71758,1,450,1,0,0,1685462,675
95443,400339.48,270876.61,2.2,3,9,24,26,1,93078,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108110,63
95444,477396.51,344610.6,0.49,70,64,1,0,0,128204,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142440,130
95445,524548.48,370669.99,2.44,3,69,234,340,12,1080869,657,0,0,0,0,0,0,0,0,17679,1,10655,1,140963,1,0,0,1212567,663
95446,451378.14,316356.43,2.07,10,237,695,308,18,1403282,1268,9534,2,0,0,0,0,0,0,5911934,20,147007,11,2707379,11,22836,6,1695795,1343
95448,815720.26,560938.28,1.28,558,1299,490,373,29,4542776,2748,372793,5,0,0,138939,8,0,0,36673378,59,516746,31,11148217,50,206752,23,5238048,2757
95449,496916.36,360930.72,1.66,13,37,53,18,1,180830,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225692,132
95450,593534.47,414723.91,2.36,3,28,37,78,5,255763,150,0,0,0,0,0,0,0,0,235297,1,5458,1,99706,1,500,1,301501,157
95451,416718.23,290267.55,2.16,171,545,404,1097,82,3319163,2298,1974,1,0,0,0,0,0,0,0,0,7005,1,0,0,0,0,3887961,2341
95452,1007468.77,664121.56,1.38,29,212,74,42,2,775496,358,0,0,0,0,0,0,0,0,1055991,23,228044,8,106781,12,54580,8,931154,361
95453,421197.39,302453.53,1.14,349,910,418,80,3,2226923,1760,97149,3,0,0,5086,2,0,0,21151,1,0,0,0,0,0,0,2513565,1755
95454,412249.98,297718.93,2.49,1,28,83,155,4,432837,271,465555,2,0,0,184437,2,0,0,0,0,0,0,0,0,0,0,533317,271
95456,666994.18,432208.86,2.45,1,19,61,98,3,358021,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429850,189
95457,412775.2,291691.38,2.07,14,121,158,176,2,667728,472,12104,1,0,0,1502,1,0,0,238441,1,0,0,104000,1,0,0,763067,471
95458,358338.08,248296.96,1.49,28,305,115,81,4,597153,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681303,533
95459,492768.84,351652.55,1.82,0,70,44,36,3,200471,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230770,161
95460,621883.49,445967.96,1.75,31,286,234,161,4,1186543,717,61130,2,0,0,8923,1,0,0,0,0,0,0,0,0,0,0,1321104,731
95461,435838.86,302359.42,1.93,11,167,251,142,4,814840,574,0,0,0,0,0,0,0,0,380338,4,7212,1,166412,4,0,0,950463,577
95462,458015.11,319476.47,1.96,5,113,191,106,0,464216,415,0,0,0,0,0,0,0,0,14155,1,1337,1,0,0,0,0,559993,433
95463,435900.8,315492.36,2.14,2,1,27,11,0,61689,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83795,41
95464,322718.38,226418.87,1.84,11,90,139,63,1,335732,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390754,309
95465,815136.84,590570.74,1.99,4,62,210,63,2,628890,342,0,0,0,0,0,0,0,0,150002,1,0,0,30000,1,0,0,757918,355
95466,489496.29,354739.57,1.83,4,28,87,13,0,214822,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291350,148
95467,441548.29,306377.38,1.82,25,467,750,240,4,2002106,1487,0,0,6338,2,500,1,0,0,257901,21,80510,11,53878,15,6963,3,2363834,1554
95468,493600.77,357772.02,1.96,5,48,102,46,2,326947,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364561,202
95469,414140.04,292018.3,1.71,55,83,41,101,4,405808,284,72573,2,0,0,15423,1,0,0,0,0,0,0,0,0,0,0,468944,289
95470,470714.19,342888.94,1.5,65,447,222,130,7,1138502,870,287268,2,0,0,25000,1,0,0,0,0,0,0,0,0,0,0,1365591,883
95471,364031.28,258610.09,2.09,1,8,46,12,2,70742,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86696,74
95472,679525.4,488239.69,1.0,1571,2135,1174,179,10,6762876,5069,55540,4,199094,1,57543,2,159798,1,0,0,0,0,0,0,0,0,7786162,5136
95473,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95476,741802.42,509675.75,0.85,2072,2463,627,281,20,7928637,5464,1761619,1,12906,1,663447,1,2112,1,30207,2,18889,4,5625,1,9653,2,9546615,5526
95480,789000.0,591825.0,3.0,0,0,0,2,0,4530,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4636,2
95481,578749.08,364570.11,0.3,2,1,0,0,0,4706,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6249,5
95482,427231.32,304427.31,0.94,1457,1380,417,395,16,3913837,3665,169897,2,1541,1,84197,2,0,0,0,0,0,0,0,0,0,0,4591767,3697
95485,385273.92,273899.92,1.29,82,119,45,61,1,415507,307,514000,1,0,0,230498,1,0,0,0,0,0,0,0,0,0,0,478693,305
95486,455999.65,327673.1,2.3,0,2,19,9,1,39438,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48898,34
95487,607000.0,303500.0,0.0,1,0,0,0,0,1283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,1
95488,511187.28,367352.03,1.91,1,14,26,12,0,81601,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90766,52
95490,388652.79,276966.24,1.97,303,365,504,865,25,2613463,2063,22159,2,0,0,559440,3,0,0,104103,1,3764,1,94760,1,0,0,3040849,2056
95492,584758.69,421889.94,0.43,2832,1837,86,14,0,5161298,4769,689123,5,3098,1,512706,4,0,0,204437,14,235442,21,28748,9,76682,9,5918961,4748
95493,478523.27,339994.02,1.39,0,24,6,2,1,55670,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69959,36
95494,713611.68,511896.66,2.47,1,2,19,29,0,115117,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145186,55
95497,783049.17,530416.67,2.01,17,256,179,263,16,1273072,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537818,790
95501,349883.27,250876.97,0.5,1549,1405,32,8,0,2363922,2994,7148,4,32004,1,57138,5,16581,1,0,0,0,0,6099,1,0,0,2659774,3042
95502,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95503,362060.05,258485.11,0.97,1385,2147,664,289,3,3894211,4487,25789,3,0,0,36946,5,0,0,0,0,0,0,90731,2,0,0,4414004,4548
95511,487028.14,297011.46,2.6,0,1,3,8,1,41724,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39644,11
95514,463307.07,314234.16,2.28,0,2,2,4,0,15303,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17840,8
95518,395850.0,298150.0,0.5,1,1,0,0,0,1739,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95519,373185.67,266659.73,0.64,1515,1222,249,82,1,2625363,3070,52969,2,0,0,1636,2,0,0,0,0,0,0,0,0,0,0,2940458,3104
95521,381970.75,266445.75,0.99,737,883,223,248,3,1937408,2094,153968,1,13453,1,265,1,10722,1,0,0,0,0,0,0,0,0,2223748,2154
95524,492189.63,343466.04,1.26,94,131,123,35,1,445208,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504341,391
95525,354481.03,249170.19,0.88,110,100,13,28,3,242854,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289888,266
95526,267415.01,192566.31,2.23,0,7,51,28,0,96182,86,647202,5,0,0,205865,5,0,0,1439646,7,0,0,312574,6,0,0,91604,74
95527,314866.08,233603.7,3.11,5,0,5,38,29,114760,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133068,88
95528,352484.11,255416.44,1.76,14,53,127,26,1,223076,221,0,0,0,0,0,0,0,0,0,0,0,0,9549,1,0,0,247226,220
95531,341051.93,246350.16,1.22,606,1085,777,201,5,2510412,2674,459829,1,0,0,117212,1,0,0,0,0,0,0,0,0,0,0,2893772,2764
95534,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95536,476162.13,338432.43,0.9,105,364,27,13,0,536362,509,0,0,0,0,0,0,0,0,0,0,0,0,46443,2,0,0,597261,507
95537,294291.61,219509.93,0.88,4,30,0,0,0,27870,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31719,39
95538,593063.35,445023.76,0.0,2,0,0,0,0,3012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,1
95540,368818.53,264308.76,0.83,882,1167,282,89,1,1965035,2421,787110,5,2223,1,307961,5,0,0,17747,1,0,0,40973,3,0,0,2196171,2430
95542,432492.73,287230.51,2.77,4,12,14,149,7,371430,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415105,176
95543,366559.68,262503.61,2.36,5,21,34,71,4,168807,135,856563,1,0,0,69768,1,0,0,0,0,0,0,0,0,0,0,200661,137
95545,410205.7,291175.51,2.16,0,5,2,7,0,30075,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31709,14
95546,305109.4,210807.17,2.1,2,20,9,18,6,66937,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78619,53
95547,431118.57,317931.56,0.81,77,135,21,5,0,230889,238,0,0,0,0,0,0,0,0,0,0,0,0,16885,1,0,0,256443,237
95548,314336.88,229141.47,1.62,2,36,37,4,3,83111,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101346,85
95549,494956.04,350368.77,2.02,4,28,115,29,5,269796,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315890,182
95550,326429.15,236950.64,3.04,0,0,1,5,1,8823,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11085,8
95551,360657.12,260388.36,1.16,35,155,49,13,0,208915,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242835,255
95552,305517.57,215907.92,2.6,3,11,9,42,10,90852,75,382666,2,0,0,130120,2,0,0,3515193,13,4520,1,1199630,12,0,0,70902,58
95553,366995.82,248206.87,2.34,0,22,11,45,2,125385,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121414,76
95554,393123.42,270360.25,2.68,0,2,9,28,1,66579,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75299,40
95555,296187.93,214012.99,1.52,12,6,7,11,1,42254,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43012,32
95556,312349.64,224471.99,2.5,0,2,17,19,2,51259,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62312,41
95558,345385.51,235254.26,1.73,0,31,11,14,1,77229,57,0,0,0,0,17292,1,0,0,0,0,0,0,0,0,0,0,89309,55
95559,411704.51,288753.16,2.59,0,1,3,5,1,16411,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18046,10
95560,338324.39,227198.94,2.32,0,20,78,72,1,259330,172,14683,1,0,0,570,1,0,0,0,0,0,0,0,0,0,0,276498,172
95562,299966.49,216103.45,1.08,88,341,100,14,1,437164,545,0,0,0,0,0,0,0,0,0,0,0,0,3641,1,0,0,497510,562
95563,344923.82,238180.89,2.72,17,0,4,69,23,187488,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201096,110
95564,288655.93,209348.92,1.04,8,11,5,2,0,17988,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20147,26
95565,289113.92,198325.19,1.62,1,37,44,6,0,73928,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96619,103
95567,422678.55,304341.65,1.09,63,129,56,16,0,284428,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326621,267
95568,315887.8,238663.92,2.32,0,0,5,2,0,10463,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13711,7
95569,305879.43,221634.78,1.6,2,12,10,5,0,33146,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36908,31
95570,427465.41,298754.23,1.54,49,186,220,50,0,639938,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728095,510
95571,306860.07,219638.3,2.5,0,2,12,18,0,35435,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40854,32
95573,349153.84,231601.45,2.3,1,62,101,124,15,394293,302,395879,2,0,0,50619,2,0,0,0,0,0,0,0,0,0,0,453121,297
95585,356600.5,257837.61,2.42,0,1,14,8,2,44515,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51113,26
95587,328093.57,219141.67,2.63,0,0,7,12,0,39259,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43149,18
95589,419492.83,289529.33,2.1,17,42,169,94,7,458427,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533181,342
95595,362428.87,222565.57,2.53,0,2,1,8,0,27922,11,13415,1,0,0,0,0,0,0,315037,1,5087,1,28731,1,2283,1,20961,7
95601,444310.01,312214.99,1.55,5,26,19,10,0,94919,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126386,72
95602,540447.36,357176.39,2.18,176,884,1016,1500,212,5304180,3789,746962,6,41225,1,233540,5,9398,1,439615,2,0,0,301375,2,0,0,6091240,3837
95603,479806.24,331087.74,1.68,571,1700,1592,1097,71,6484131,5031,604232,5,11914,1,253456,2,4701,1,0,0,5908,1,0,0,0,0,7423398,5227
95604,485102.0,194041.0,1.0,0,1,0,0,0,276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95605,327780.79,222049.78,0.25,952,313,0,0,0,988657,1265,546215,6,0,0,187955,2,0,0,0,0,0,0,0,0,0,0,1078894,1276
95606,425612.06,311813.52,0.89,4,11,2,0,0,20834,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25814,18
95607,435895.27,309934.29,0.91,10,15,5,1,0,40035,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42083,27
95608,482223.97,325738.49,0.34,5820,2827,55,13,0,9107392,8716,1168212,9,0,0,578605,6,0,0,0,0,4835,1,19205,1,0,0,10045661,8810
95610,366142.14,254707.31,0.27,3937,1480,3,0,0,4874576,5421,481037,10,38038,3,148291,5,17335,2,4000,1,14762,2,12724,1,0,0,5299801,5405
95611,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95612,544892.74,392693.22,0.46,63,53,0,0,0,157539,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173128,116
95613,478504.59,353992.6,1.95,1,18,31,11,3,108108,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129619,64
95614,460385.98,307523.46,2.44,12,120,432,475,77,1534115,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680886,1142
95615,474272.61,330302.22,0.32,45,15,3,0,0,69177,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76299,63
95616,512523.46,356591.93,0.46,2502,2122,1,1,0,4309144,4627,833082,2,0,0,429071,2,0,0,0,0,0,0,0,0,0,0,4719104,4649
95617,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95618,560467.96,392767.17,0.41,2163,1501,2,1,0,3707037,3668,392059,2,0,0,131402,2,0,0,0,0,0,0,0,0,0,0,4068474,3686
95619,345873.28,238888.07,2.07,12,233,157,275,15,870130,692,45736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983786,710
95620,468508.59,328724.61,0.34,2077,1044,9,0,0,2999678,3129,328417,5,0,0,284225,4,0,0,22713,2,20950,2,11431,2,0,0,3403330,3233
95621,327158.7,227613.52,0.28,4042,1519,16,1,0,4563912,5577,1026170,10,0,0,345686,9,0,0,3895,1,47217,6,0,0,5111,1,5035907,5636
95623,439400.73,297518.73,2.08,53,161,447,305,23,1404054,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500577,982
95624,498724.52,337476.68,0.24,8344,2556,26,0,0,11094073,10927,418223,7,22991,3,295930,7,3061,1,0,0,0,0,0,0,0,0,12354923,11112
95625,378511.14,267466.25,0.38,20,12,0,0,0,28847,32,0,0,0,0,0,0,0,0,0,0,8022,1,0,0,0,0,32775,32
95626,351900.15,242975.5,0.26,729,240,8,1,0,915932,977,29807,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992979,968
95627,383274.9,264012.01,0.3,331,120,8,0,0,409492,459,122840,2,0,0,101890,2,0,0,0,0,0,0,0,0,0,0,471151,457
95628,501233.62,342249.15,0.42,4589,2524,177,75,1,8002446,7366,1528370,13,0,0,634847,8,0,0,0,0,0,0,0,0,0,0,8866629,7464
95629,444623.67,308355.09,2.5,1,33,64,109,20,406562,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473838,231
95630,529191.89,365731.12,0.54,6585,3972,928,148,4,12377119,11637,764660,7,24513,2,338692,3,11118,1,0,0,0,0,0,0,0,0,14277225,11917
95631,430717.23,288990.44,2.91,5,3,234,1061,121,1550517,1423,65145,1,0,0,107067,2,0,0,0,0,0,0,0,0,0,0,1439170,1417
95632,393221.16,277036.07,0.33,3301,1628,9,1,0,4354874,4939,499709,13,2223,1,77245,7,0,0,0,0,0,0,0,0,0,0,4916914,5005
95633,373297.13,244864.6,2.85,5,57,72,445,97,874141,676,24975,1,0,0,18813,1,0,0,0,0,0,0,0,0,0,0,922643,678
95634,373905.39,246581.51,2.9,2,5,133,441,82,896409,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920138,660
95635,409309.82,269291.12,2.96,0,1,22,205,15,317828,243,150949,2,0,0,111291,2,0,0,0,0,0,0,0,0,0,0,332639,252
95636,325723.72,215670.07,2.86,2,0,73,241,33,419747,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716310,544
95637,437155.46,302971.78,0.58,24,21,4,0,0,71714,49,0,0,0,0,0,0,0,0,110665,2,0,0,90594,2,0,0,92391,55
95638,467078.06,333842.5,0.5,189,126,10,5,1,420894,331,6386,1,0,0,8843,1,0,0,0,0,0,0,0,0,0,0,477147,337
95639,325283.27,230749.05,0.43,18,11,1,0,0,23394,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25198,30
95640,396437.8,278689.49,0.98,518,694,376,49,3,1752915,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175165,1793
95641,345812.04,240181.95,0.3,131,55,1,0,0,161234,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175206,186
95642,440519.55,307359.37,1.74,209,327,511,282,52,1891337,1380,482905,2,0,0,190900,1,0,0,0,0,0,0,3845,1,0,0,2258431,1458
95644,233500.0,128425.0,1.0,0,1,0,0,0,629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,1
95645,309595.57,214464.01,0.39,111,71,0,0,0,144498,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155576,184
95646,919497.84,588861.62,2.19,1,29,54,54,1,369445,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431449,145
95648,495043.81,344985.27,0.48,6155,3907,424,54,31,10546861,10571,947729,9,57302,2,578534,6,0,0,42463,3,0,0,1500,1,0,0,12047790,10800
95650,668980.77,452057.95,1.42,411,1048,906,297,16,4000488,2678,131061,3,0,0,24541,1,0,0,21100,1,36894,1,20958,1,53333,1,4734334,2744
95651,460672.73,315207.0,2.5,2,17,30,77,5,213218,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224046,132
95652,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95653,260572.7,190847.93,0.23,43,13,0,0,0,37156,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43499,57
95655,451478.14,314189.08,0.33,457,221,1,1,0,682636,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753631,676
95656,436481.7,311821.04,2.88,1,3,3,56,4,126097,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125627,59
95658,594840.33,405212.7,1.79,154,271,745,250,17,2147428,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551608,1512
95659,465977.54,323645.12,0.42,50,37,0,0,0,106447,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122658,85
95660,272404.49,190260.67,0.22,2790,762,2,0,0,2645595,3554,428184,7,0,0,264607,4,0,0,42655,1,0,0,19820,1,0,0,2891107,3597
95661,498634.02,349072.12,0.42,3198,1658,205,25,0,5059028,5087,372022,3,50445,2,114996,2,2635,1,648,1,8324,1,16996,1,0,0,5628422,5093
95662,416221.79,289244.13,0.4,3625,2005,106,37,0,5363482,5773,32058,4,4174,1,0,0,0,0,40251,1,0,0,57230,1,0,0,5986135,5801
95663,562465.21,395061.16,1.62,75,131,336,55,0,864041,596,12403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996963,605
95664,507791.2,343280.38,2.71,0,22,46,179,15,486547,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430035,255
95665,415528.63,287750.0,2.9,2,21,196,651,142,1250517,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458826,1048
95666,377914.1,260633.32,2.99,5,11,200,1261,227,1963296,1703,415673,1,0,0,4136,1,0,0,0,0,0,0,0,0,0,0,2270517,1764
95667,447606.68,298314.16,2.55,77,825,1758,4224,356,9757116,7240,645748,2,1585,1,215585,2,0,0,0,0,10199,1,0,0,0,0,10849799,7313
95668,439408.7,309594.6,0.38,46,28,0,0,0,95893,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103825,72
95669,454637.32,320703.94,1.56,43,171,199,42,5,675080,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843375,488
95670,391651.74,271486.25,0.42,4103,2734,72,17,0,5976860,6926,634937,5,0,0,296879,3,0,0,0,0,13438,2,0,0,0,0,6651003,7008
95671,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95672,572239.67,391619.72,2.1,34,298,287,392,37,1703668,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810625,1053
95673,324324.06,221991.01,0.27,1728,628,4,0,0,2007115,2360,592583,8,0,0,269119,5,0,0,1371,1,3500,1,0,0,2500,1,2190590,2379
95674,421021.77,306797.23,0.33,52,25,0,0,0,94592,77,70482,1,0,0,12047,1,0,0,0,0,0,0,0,0,0,0,106345,80
95675,286653.7,195689.18,2.99,0,0,4,52,3,58063,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61587,64
95676,308869.02,224135.47,0.4,29,14,0,1,0,36540,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40640,44
95677,494301.99,341397.74,0.7,1833,2033,293,116,3,4235472,4278,13380,1,131262,1,0,0,38764,1,0,0,31405,1,0,0,2834,1,4688680,4317
95678,400041.06,280969.59,0.3,3905,1645,5,2,0,4918985,5556,997267,7,0,0,396035,5,0,0,7056,1,3742,1,2341,1,0,0,5365985,5526
95679,355664.55,238138.26,0.77,5,4,0,1,0,10769,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14232,10
95680,451096.06,318004.19,0.31,7,3,0,0,0,11555,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17425,10
95681,341400.15,242358.7,1.17,12,133,44,0,0,185099,189,18168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200399,183
95682,536352.36,365313.92,1.83,349,1814,1981,1333,107,8161264,5583,254685,2,0,0,384954,3,0,0,0,0,0,0,0,0,0,0,9422120,5618
95683,632272.15,431506.84,0.82,408,844,126,14,1,1924502,1392,9287,2,0,0,5465,1,0,0,592,1,0,0,0,0,0,0,2191989,1409
95684,401063.48,274022.99,2.73,4,56,107,466,45,1119271,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316179,741
95685,452413.64,319054.63,2.07,60,232,284,331,42,1353469,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664224,1008
95686,358270.47,257572.92,0.3,75,29,1,0,0,97963,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107868,111
95687,457904.81,317101.04,0.32,6637,2926,98,1,0,9170419,9662,1029171,13,88857,8,517471,7,24200,4,277340,30,738198,73,175837,19,88444,27,10320017,9746
95688,530633.87,370168.94,0.63,3495,2727,796,25,17,8398788,7061,1173124,12,137483,10,269692,9,28831,6,133040723,345,2981065,106,49271949,306,704497,63,8819391,6693
95689,433409.8,301876.5,2.72,0,48,95,230,68,602734,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713227,451
95690,524921.38,364222.06,0.4,119,74,1,1,0,237932,196,552800,1,0,0,227500,1,0,0,0,0,0,0,0,0,0,0,263657,198
95691,431249.28,297037.08,0.26,4057,1401,0,0,0,5037286,5458,434346,5,16507,1,141585,2,0,0,0,0,9209,1,0,0,6000,1,5568933,5610
95692,347152.53,240202.71,0.51,335,227,28,5,1,568775,596,879000,1,0,0,380000,1,0,0,0,0,0,0,0,0,0,0,650604,610
95693,605597.44,417038.57,0.53,686,622,37,6,1,2017485,1352,105077,9,0,0,8674,3,0,0,0,0,0,0,0,0,0,0,2278834,1347
95694,435572.88,310684.62,0.52,804,508,101,10,1,1494949,1425,3217514,11,15408,1,1597393,9,9276,1,9658580,20,628754,7,3451721,19,83770,1,1700814,1451
95695,410838.37,282875.5,0.38,3402,2036,6,0,0,4599219,5443,737771,5,0,0,422288,2,0,0,7728,1,0,0,0,0,0,0,5111750,5495
95696,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95697,368609.01,270371.48,0.23,32,9,0,0,0,35909,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42755,42
95698,436709.75,314452.42,0.6,17,18,2,0,0,44180,37,278186,1,0,0,132000,1,0,0,0,0,0,0,0,0,0,0,49544,38
95699,358979.61,250375.68,1.75,0,9,15,3,0,34859,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57019,38
95701,434594.92,287724.51,3.01,4,0,26,161,40,354925,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406293,243
