ZIP Code,Cov A Amount Weighted Avg,Cov C Amount Weighted Avg,Avg Fire Risk Score,Number of Negligible Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Earned Premium 2020,Earned Exposure 2020,Non-CAT Cov A Fire - Incurred Losses,Non-CAT Cov A Fire - Number of Claims,Non-CAT Cov A Smoke - Incurred Losses,Non-CAT Cov A Smoke - Number of Claims,Non-CAT Cov C Fire - Incurred Losses,Non-CAT Cov C Fire - Number of Claims,Non-CAT Cov C Smoke - Incurred Losses,Non-CAT Cov C Smoke - Number of Claims,CAT Cov A Fire - Incurred Losses,CAT Cov A Fire - Number of Claims,CAT Cov A Smoke - Incurred Losses,CAT Cov A Smoke - Number of Claims,CAT Cov C Fire - Incurred Losses,CAT Cov C Fire - Number of Claims,CAT Cov C Smoke - Incurred Losses,CAT Cov C Smoke - Number of Claims,Earned Premium 2021,Earned Exposure 2021
95703,428764.54,283102.99,2.55,4,29,108,196,18,484737,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470310,359
95709,453561.65,310798.1,2.55,3,178,171,686,45,1619797,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633233,1100
95712,475380.0,358545.0,2.2,0,0,4,1,0,6105,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7462,4
95713,436468.65,294683.28,2.68,10,146,371,1052,140,2284044,1718,31271,1,0,0,874,1,0,0,0,0,0,0,0,0,0,0,2347513,1789
95714,436907.94,302614.74,2.67,1,0,35,69,3,151757,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182232,115
95715,335835.5,230975.9,2.83,2,0,4,37,2,59371,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69512,48
95716,602376.0,421663.0,0.0,0,0,0,0,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95717,436516.49,305556.95,2.92,1,0,5,31,5,66359,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75490,48
95720,307046.33,213092.99,2.6,2,0,56,90,2,178103,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228680,160
95721,299147.32,206588.07,2.39,0,3,41,20,5,87748,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128862,88
95722,612275.44,415629.07,2.78,23,37,246,810,111,2008832,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2096787,1277
95724,987892.65,547196.95,2.6,2,2,30,52,4,244843,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263141,89
95726,373849.56,242156.08,2.97,7,1,180,1772,150,2287285,2110,297412,1,0,0,85559,1,0,0,0,0,0,0,0,0,0,0,2511943,2172
95728,491105.23,337454.25,2.61,8,14,217,382,20,1131176,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381176,654
95730,547000.0,383500.0,2.0,0,0,1,0,0,1177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,1
95735,311846.33,204848.99,2.4,2,10,89,73,7,228371,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333189,235
95736,479325.37,318850.35,2.55,0,1,50,55,3,185324,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169117,92
95742,520691.89,339927.97,0.37,1852,957,21,23,0,2432600,2853,161526,3,0,0,43428,3,0,0,7563,1,0,0,0,0,0,0,2939374,3220
95746,865659.54,588836.97,1.3,1028,1726,1501,422,25,7992984,4703,1687454,3,0,0,607412,3,0,0,0,0,0,0,0,0,0,0,9132321,4805
95747,524549.14,356070.54,0.32,9762,4097,168,12,5,12960242,14045,920452,6,0,0,173326,5,0,0,0,0,15483,2,0,0,0,0,14828073,14721
95757,549758.77,361247.36,0.21,6559,1556,82,1,0,7866265,8198,403284,12,21913,2,131370,3,924,1,7046,2,0,0,1000,1,0,0,8819556,8440
95758,441684.3,302109.61,0.22,7889,2229,5,0,0,9480485,10123,950863,10,40569,5,97609,4,4077,1,21233,2,0,0,7403,2,0,0,10491121,10271
95762,726255.94,484997.24,1.14,2874,3705,2283,823,94,14429406,9779,1392174,9,34064,1,769608,6,4043,1,0,0,0,0,0,0,0,0,17280339,10246
95763,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95765,564555.79,381787.25,0.45,3787,2109,246,69,3,6323684,6213,246157,4,0,0,129489,4,0,0,0,0,13346,2,0,0,0,0,7160424,6399
95776,443104.12,290220.66,0.31,2686,1215,1,0,0,2908506,3902,1280,2,1679,1,313,1,0,0,1011,1,0,0,0,0,0,0,3445948,4185
95811,465714.67,313559.5,0.35,174,93,1,0,0,252312,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287778,272
95812,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95814,484127.43,329278.79,0.3,133,57,0,0,0,182495,190,42872,1,0,0,148214,1,0,0,0,0,0,0,0,0,0,0,205437,199
95815,282045.12,192916.23,0.24,1557,481,0,0,0,1556689,2038,419612,9,0,0,186786,4,0,0,0,0,0,0,0,0,0,0,1716182,2067
95816,484328.21,336923.04,0.35,1143,598,2,0,0,1793661,1743,0,0,24673,1,0,0,19293,1,0,0,0,0,0,0,0,0,1966619,1766
95817,305070.25,211104.84,0.26,1306,468,0,0,0,1390735,1774,0,0,213,1,0,0,0,0,0,0,3152,1,0,0,0,0,1543196,1808
95818,471928.52,324486.86,0.34,2263,1157,0,0,0,3583211,3420,38438,3,0,0,33453,2,0,0,0,0,0,0,0,0,0,0,3898869,3471
95819,450723.33,303256.08,0.32,2515,1105,15,9,0,3679302,3644,172402,3,0,0,75330,2,0,0,0,0,0,0,0,0,0,0,4020681,3688
95820,281470.41,195660.6,0.24,3604,1140,0,0,0,3597884,4744,1000477,13,15809,2,387662,7,1358,2,4114,1,13363,2,0,0,0,0,4001457,4839
95821,387065.3,267967.35,0.29,2969,1237,1,0,0,3872239,4208,410408,6,20385,1,221384,4,6302,1,0,0,0,0,0,0,0,0,4275213,4252
95822,353120.01,242721.76,0.26,4899,1724,1,0,0,5552141,6625,1436514,17,21353,1,561258,13,14650,1,3400,1,31687,4,0,0,0,0,6020412,6625
95823,325932.73,223926.95,0.19,5701,1280,16,0,0,5718685,6997,1482948,17,41733,4,276862,12,482,1,0,0,4077,1,5599,1,0,0,6310299,7107
95824,275613.84,188291.33,0.21,1880,498,0,0,0,1715659,2379,280212,3,0,0,64482,4,0,0,3290,1,0,0,0,0,0,0,1858128,2389
95825,355926.66,243173.6,0.28,884,348,1,0,0,1014752,1232,227639,3,0,0,77849,3,0,0,0,0,5891,1,0,0,0,0,1138954,1286
95826,342829.62,241808.54,0.28,3648,1450,0,0,0,4267636,5097,1140475,10,0,0,223124,5,0,0,0,0,0,0,0,0,0,0,4678504,5143
95827,344098.72,238375.42,0.28,1738,683,3,0,0,1989375,2424,66092,3,10332,1,13996,2,0,0,0,0,0,0,0,0,0,0,2185673,2438
95828,343886.39,234417.75,0.19,5261,1246,7,0,0,5417239,6513,1188759,9,21446,3,399013,5,395,1,361961,1,16066,2,196927,1,0,0,5974068,6570
95829,475459.46,311928.19,0.26,3573,1153,54,1,0,4532415,4781,198510,8,0,0,216810,4,0,0,0,0,33144,2,0,0,5800,1,5086017,4931
95830,666973.47,444465.92,0.64,46,79,1,0,0,179463,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203290,130
95831,480763.41,339555.54,0.24,5702,1831,0,0,0,7604834,7533,577384,7,29871,1,274057,6,30667,1,750,1,0,0,2250,1,0,0,8205411,7546
95832,327497.55,217678.67,0.25,861,259,12,0,0,879754,1132,28774,4,0,0,539,1,0,0,0,0,0,0,0,0,0,0,980549,1167
95833,339969.41,234549.61,0.22,3312,919,2,0,0,3549350,4232,85367,6,24405,3,16329,3,6273,1,340756,1,15338,2,149482,1,0,0,3908172,4336
95834,435718.6,279716.47,0.23,3020,895,0,0,0,3067927,3915,90653,5,7844,2,17460,2,0,0,131766,1,0,0,111949,1,0,0,3396463,4037
95835,491390.43,321010.72,0.23,4541,1355,0,0,0,5776995,5897,546708,3,10839,1,27758,1,0,0,0,0,22710,2,0,0,0,0,6325568,5958
95836,427000.0,213500.0,0.0,1,0,0,0,0,502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,1
95837,733790.15,510639.8,0.35,36,20,0,0,0,99811,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100134,55
95838,291709.22,198382.14,0.21,3154,836,0,0,0,2994672,3990,319199,9,0,0,118931,5,0,0,613,1,760,1,0,0,0,0,3317950,4104
95841,374056.3,255524.8,0.25,1183,397,2,0,0,1439491,1583,13437,1,28504,1,0,0,16131,1,0,0,0,0,0,0,0,0,1572877,1600
95842,299196.51,208426.09,0.23,2648,774,1,0,0,2616795,3423,767215,4,26176,2,243666,4,0,0,0,0,0,0,0,0,0,0,2898564,3496
95843,381043.16,257572.18,0.25,4557,1490,13,2,0,5442281,6062,57360,6,25469,3,64134,2,2461,1,8968,2,23239,2,10000,1,0,0,6016112,6143
95864,602823.33,395941.76,0.37,2884,1631,18,0,0,5723375,4533,914305,5,9208,1,178550,4,0,0,0,0,0,0,0,0,0,0,6364956,4622
95866,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95901,346981.06,239889.92,0.5,2424,1236,287,39,15,3915138,4002,489586,3,0,0,86167,1,0,0,2721,1,6080,1,3765,1,0,0,4396191,4066
95903,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95910,271020.28,184902.45,2.75,0,0,3,9,0,12992,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13825,11
95912,347334.06,241744.69,0.23,457,137,1,0,0,557098,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607618,601
95913,308451.87,229350.58,0.21,33,9,0,0,0,39241,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47116,43
95914,366397.81,232541.29,1.92,3,41,15,29,6,150918,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156593,90
95915,393052.36,285153.8,1.83,1,0,0,2,0,6077,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3452,2
95916,333166.01,235593.68,2.84,1,0,98,231,41,579033,372,0,0,0,0,0,0,0,0,55897062,141,707430,12,20740651,125,294333,14,260978,182
95917,302355.87,214444.29,0.32,347,160,1,0,0,463108,507,23500,1,0,0,2591,1,0,0,0,0,0,0,0,0,0,0,526725,507
95918,476091.48,327673.65,2.11,13,71,266,92,28,820449,470,0,0,0,0,0,0,0,0,1205289,2,0,0,363526,2,0,0,1018392,493
95919,343945.9,233163.61,2.74,1,0,42,96,6,174295,145,0,0,0,0,500,1,0,0,0,0,1796,1,0,0,0,0,195206,150
95920,489232.19,271348.79,0.4,12,8,0,0,0,42456,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29971,20
95922,432572.81,318444.21,2.95,0,0,9,48,6,108046,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129105,64
95923,350978.87,239435.26,2.91,0,1,4,58,1,95613,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117981,69
95924,327052.12,245800.12,2.0,0,0,16,0,0,19997,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14444,10
95925,329190.54,219076.7,2.94,0,0,5,27,3,47754,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52252,37
95926,387340.25,269810.73,0.41,2807,1817,50,0,0,4561802,4674,754118,5,0,0,267761,5,0,0,14729,3,56044,5,11106,3,13116,4,5047331,4722
95927,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95928,437680.96,305624.12,0.7,1908,2174,289,133,6,4949264,4510,348362,2,0,0,63334,3,0,0,7275,2,22918,2,44437,1,950,1,5632892,4616
95929,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95930,325382.69,222380.37,2.67,4,0,15,60,1,87708,80,0,0,0,0,0,0,0,0,1985,1,0,0,3167,1,1540,1,101432,81
95932,347549.3,241971.51,0.25,671,224,1,0,0,837650,897,3062,1,0,0,0,0,0,0,0,0,7164,1,0,0,0,0,943694,941
95934,330738.26,234435.5,2.25,0,10,18,21,1,77554,51,491653,1,0,0,52927,1,0,0,0,0,0,0,0,0,0,0,118885,67
95935,361553.6,231649.07,2.59,1,10,25,57,7,133788,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156715,103
95936,383686.15,275677.59,2.89,1,4,17,49,18,129534,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158750,87
95937,346023.04,247738.37,0.36,73,38,1,0,0,97320,112,0,0,0,0,2024,1,0,0,0,0,0,0,0,0,0,0,117755,120
95938,489451.77,328866.57,0.46,328,256,6,2,0,764569,592,370398,2,0,0,196,1,0,0,0,0,0,0,0,0,0,0,873496,605
95939,306382.56,216115.77,1.66,2,19,11,4,3,50381,39,811603,2,0,0,326000,2,0,0,586330,2,0,0,75446,2,0,0,48400,33
95940,304733.32,207364.28,3.0,0,0,0,4,0,11598,4,3908,1,0,0,0,0,0,0,242000,1,0,0,123750,1,0,0,6468,3
95941,348502.7,244181.59,2.54,0,0,22,19,2,62785,43,0,0,0,0,0,0,0,0,0,0,0,0,2317,2,0,0,68844,47
95942,410372.88,287092.97,2.89,1,0,86,266,44,591144,398,0,0,0,0,0,0,0,0,0,0,0,0,62425,1,0,0,715334,423
95943,415454.07,297373.93,0.53,11,13,0,0,0,30968,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31705,22
95944,279852.22,155352.06,2.53,1,0,1,6,0,10170,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10214,8
95945,437291.16,294677.76,2.33,27,874,1266,1780,275,5478443,4221,354,1,0,0,201336,2,0,0,0,0,0,0,0,0,0,0,6585448,4379
95946,509843.98,344223.05,2.14,27,618,944,829,103,3920263,2521,63529,2,0,0,20779,2,0,0,0,0,0,0,0,0,0,0,4549555,2625
95947,364607.52,261363.7,2.02,12,98,88,113,7,501270,319,0,0,0,0,2774,2,0,0,0,0,0,0,0,0,0,0,845499,472
95948,331814.5,232089.66,0.4,903,576,9,0,0,1348859,1489,1079649,2,0,0,504988,3,0,0,25382,1,0,0,2264,1,0,0,1550944,1545
95949,484264.02,311205.96,2.58,34,381,1195,2392,262,5445674,4265,431617,1,0,0,123535,1,0,0,0,0,0,0,0,0,0,0,6346090,4367
95950,315571.55,222032.39,0.36,17,10,0,0,0,23943,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29145,29
95951,259791.92,186853.95,0.32,190,91,0,0,0,224902,282,0,0,0,0,168,1,0,0,0,0,0,0,0,0,0,0,254827,289
95953,337255.26,229785.64,0.34,921,460,6,0,0,1190630,1387,145223,4,0,0,28726,4,0,0,9771,1,8211,1,0,0,0,0,1364353,1421
95954,334377.58,223498.02,2.59,5,120,337,840,42,1615031,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822654,1286
95955,308084.15,219964.99,0.12,105,14,0,0,0,114814,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125162,119
95956,367770.81,266822.53,2.58,1,4,44,78,1,221594,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262090,125
95957,341756.14,234013.88,0.38,41,25,0,0,0,70750,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76733,65
95958,350394.0,192416.44,0.44,5,4,0,0,0,9980,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11302,9
95959,516461.41,354575.12,2.83,21,72,933,2386,482,6419892,3894,564184,2,0,0,215306,3,0,0,29794,1,0,0,21195,1,0,0,7260559,3962
95960,401964.11,240042.89,2.79,0,2,20,56,8,147020,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170929,88
95961,363090.69,244028.06,0.26,2721,951,7,0,1,3157664,3679,503001,10,0,0,199987,6,0,0,0,0,15727,1,0,0,0,0,3566143,3834
95962,393446.0,271592.35,2.72,4,4,35,117,8,267470,168,0,0,0,0,30888,1,0,0,1854278,3,0,0,1401597,2,0,0,298508,166
95963,294146.12,214936.93,0.46,1184,992,9,0,0,1804970,2186,721587,3,0,0,225519,1,0,0,0,0,13662,3,2350,1,0,0,2062217,2228
95965,317629.99,223374.57,0.77,937,910,193,106,12,2402916,2157,589955,14,6853,2,353152,12,3069,2,109080,11,73742,10,60456,11,24504,6,2807362,2161
95966,341324.84,233265.37,1.75,454,1459,1522,1080,62,5403760,4576,135886,3,0,0,188899,2,0,0,9681661,42,337465,26,4172342,33,60481,15,6038649,4483
95967,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95968,279717.98,200733.29,0.3,126,39,4,2,0,176164,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212498,175
95969,308488.52,209729.08,2.14,41,672,930,1074,27,2947908,2745,219207,1,0,0,31195,1,0,0,21067,2,7190,1,11842,1,0,0,3056032,2227
95970,307957.98,216975.18,0.23,46,11,1,0,0,56001,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59254,58
95971,379065.71,272949.06,1.72,133,451,280,340,17,1686901,1221,0,0,0,0,0,0,0,0,472781,4,640,1,37410,3,0,0,2092310,1257
95972,288922.08,199380.09,2.65,0,2,4,16,0,25459,21,9079,1,0,0,1918,1,0,0,0,0,0,0,0,0,0,0,23440,18
95973,428009.41,299037.76,0.62,2623,2901,130,122,17,5843041,5793,428431,5,13897,1,20025,3,0,0,22398,3,34011,4,97109,4,44045,3,6576018,5869
95974,388778.11,287577.57,0.4,31,20,0,0,0,56029,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65395,52
95975,426939.66,295346.62,2.89,0,9,49,208,36,395639,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452164,307
95977,417307.45,286892.21,2.15,7,78,72,100,17,383257,274,115790,1,0,0,20780,1,0,0,0,0,0,0,0,0,0,0,439146,275
95978,273921.35,183203.32,2.3,2,1,22,17,0,50413,41,0,0,0,0,0,0,0,0,0,0,0,0,22998,1,0,0,57105,42
95979,333334.64,226453.03,1.73,0,42,51,13,0,121078,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153171,109
95981,311654.45,219552.76,2.56,0,6,55,72,6,177043,138,0,0,0,0,0,0,0,0,4822,1,0,0,0,0,0,0,216229,141
95982,337394.03,230339.72,0.39,333,213,1,0,0,483795,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543107,555
95983,363279.34,260939.92,1.94,1,43,37,31,4,182106,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240714,125
95984,325304.84,217292.85,3.04,0,0,0,16,1,34617,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49563,19
95986,359046.7,254646.61,3.56,0,0,1,6,12,25536,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28565,19
95987,331537.06,228223.63,0.23,586,174,0,0,0,657826,760,4962,1,0,0,4397,1,0,0,0,0,0,0,0,0,0,0,732072,776
95988,304269.65,222015.66,0.37,754,444,1,0,0,994450,1200,40441,1,0,0,3776,1,0,0,0,0,0,0,986,1,0,0,1111283,1218
95991,370484.47,256329.94,0.35,3038,1598,1,0,0,4049494,4636,829779,8,2750,2,323930,7,164,1,19039,2,31481,5,4212,1,0,0,4468310,4680
95992,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95993,420673.05,287574.04,0.33,3701,1805,4,1,0,5327260,5511,462311,6,0,0,258538,6,0,0,57143,1,99771,10,6800,1,0,0,5871194,5535
96001,392729.17,273487.14,0.94,2537,2259,781,661,22,7302846,6260,350062,13,12522,2,94879,9,0,0,388631,1,8143,1,154787,2,0,0,8708868,6326
96002,365380.72,253796.96,0.58,2659,2090,320,79,1,5352344,5148,1524752,15,8939,2,740017,12,967,1,0,0,0,0,0,0,0,0,6323358,5253
96003,383575.45,263123.44,1.1,2679,2228,1291,1009,27,8702457,7234,1249834,11,397439,2,565261,11,290250,1,13318,1,0,0,91977,2,0,0,10569724,7436
96006,291998.59,211073.55,1.39,4,42,28,1,1,95038,76,455376,1,0,0,53738,1,0,0,0,0,0,0,0,0,0,0,119630,81
96007,315276.31,219210.78,0.93,1525,1228,576,333,9,3777495,3671,67181,6,0,0,17796,4,0,0,6799,1,8745,1,0,0,2819,1,4431565,3723
96008,462690.19,327183.34,2.05,16,50,83,91,1,420648,241,22232,1,0,0,19245,1,0,0,0,0,0,0,0,0,0,0,501560,241
96009,260478.7,185349.97,1.54,3,21,34,0,0,60988,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74200,64
96010,306935.82,221957.79,3.19,0,1,0,12,6,36353,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50841,24
96011,308555.58,209736.89,2.22,0,2,9,3,1,26852,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27902,15
96013,279288.4,190726.38,1.91,11,204,356,129,14,825352,714,223516,1,0,0,20299,1,0,0,0,0,0,0,0,0,0,0,1016252,774
96014,325114.62,229107.35,2.12,0,9,10,13,0,47559,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52003,31
96015,299790.8,212839.87,1.84,3,7,7,7,1,27043,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31057,24
96016,367657.85,257508.57,2.37,0,5,71,17,14,155586,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189864,105
96017,329473.65,220403.3,2.16,3,0,40,15,1,75980,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93711,57
96019,280080.54,188339.14,1.38,341,785,580,241,6,1937540,1953,274596,4,0,0,103842,3,0,0,0,0,0,0,0,0,0,0,2326529,1982
96020,418934.1,293382.08,1.99,50,187,311,272,3,1239509,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738402,992
96021,292634.81,208471.14,0.53,762,643,34,18,2,1383289,1459,58940,2,0,0,72644,3,0,0,0,0,0,0,0,0,0,0,1614345,1512
96022,353712.61,245751.36,1.5,626,1011,898,640,9,3761209,3185,1404150,7,0,0,329063,3,0,0,0,0,14286,1,0,0,0,0,4450418,3238
96023,251895.07,176011.3,0.99,50,61,29,8,1,143346,151,437448,1,0,0,315800,1,0,0,0,0,0,0,0,0,0,0,153511,145
96024,371882.82,270866.7,3.12,0,3,22,118,52,304597,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330548,190
96025,308648.01,213700.5,2.66,0,22,151,229,44,532929,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667525,473
96027,335878.8,240174.64,1.61,42,164,140,58,12,504099,416,29766,1,0,0,7598,1,0,0,0,0,0,0,0,0,0,0,605033,411
96028,365847.18,253850.45,1.55,33,110,87,35,9,399531,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496442,298
96029,397891.84,290174.69,1.52,0,7,3,0,1,14622,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19233,13
96031,167700.0,128275.0,4.0,0,0,0,0,1,725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,1
96032,345081.3,245167.48,1.71,38,140,120,74,16,515098,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635764,395
96033,360019.93,257574.34,2.37,1,6,13,23,0,69157,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86974,42
96034,324916.52,234385.33,1.78,8,10,11,12,2,62572,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75155,47
96035,279240.31,202377.34,0.38,193,99,5,1,0,269299,297,233435,2,0,0,753,1,0,0,0,0,0,0,0,0,0,0,319492,311
96037,346166.88,241766.8,1.15,0,53,4,1,1,80672,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94835,59
96038,277426.02,201891.56,0.45,50,34,3,0,0,82466,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88910,81
96039,270829.47,191283.43,2.79,1,7,20,51,18,127244,97,1575688,7,0,0,475992,6,5587,1,1820409,8,552013,1,1128883,9,254800,1,107737,68
96040,385162.67,272687.4,1.9,0,13,33,8,0,82736,54,0,0,0,0,17856,1,0,0,0,0,0,0,0,0,0,0,109834,60
96041,302610.57,220691.13,2.11,9,41,216,84,6,446395,356,37478,1,0,0,2331,1,2913,1,0,0,0,0,0,0,0,0,525114,360
96044,296774.41,203037.5,1.67,8,48,65,11,4,186447,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235635,141
96046,346767.66,254952.55,2.58,0,5,15,12,8,67526,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76166,41
96047,371936.24,264589.62,2.21,1,17,109,53,2,294879,181,14181346,31,24913,1,5731777,30,4551,1,1632117,13,74464,1,1091544,13,20415,1,257854,136
96048,496339.88,275230.31,1.9,2,67,9,48,5,240061,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282087,139
96049,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96050,317478.72,226116.1,2.48,0,6,21,26,3,94532,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104833,54
96051,378547.03,261060.46,2.4,2,39,115,155,7,553059,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637938,333
96052,338531.27,246332.41,2.54,22,35,49,125,54,381854,284,1957,1,0,0,423,1,0,0,0,0,0,0,0,0,0,0,444276,277
96054,280743.83,206150.94,1.63,6,3,24,2,0,41313,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50151,36
96055,301954.99,214149.69,0.42,267,178,3,1,0,433218,449,60558,3,0,0,106778,2,0,0,0,0,0,0,0,0,0,0,510306,457
96056,374315.19,268177.45,1.44,42,66,118,14,0,308615,241,6326,2,0,0,3109,1,0,0,0,0,0,0,0,0,0,0,356547,239
96057,341490.06,231691.63,1.9,8,143,87,115,4,471690,357,258951,1,0,0,50000,1,0,0,0,0,0,0,0,0,0,0,594788,389
96058,247226.67,174792.99,1.64,6,23,13,15,0,61334,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81014,61
96059,363185.07,247703.76,2.31,0,11,50,44,0,175696,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210182,106
96061,284789.15,203238.16,2.68,1,0,30,71,1,133244,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187394,111
96062,484785.69,335748.88,1.85,11,81,77,65,2,417233,236,0,0,0,0,24813,1,0,0,0,0,0,0,0,0,0,0,509244,244
96063,273608.76,191873.38,2.68,1,2,22,65,0,99500,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114848,85
96064,312721.34,220654.48,0.96,252,253,148,35,3,821451,690,455183,1,0,0,3000,1,0,0,0,0,0,0,0,0,0,0,975304,706
96065,311813.28,216773.47,2.63,3,7,21,62,7,159164,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198954,101
